max_slew_rate,fp_rate_per_1k,roc_auc,mean_dalpha_dt
0.001,92.20063786604813,0.7157336902184627,1.2727054953038058e-05
0.01,92.20063786604813,0.7157336902184627,1.2727054953038058e-05
0.05,92.20063786604813,0.7157336902184627,1.2727054953038058e-05
